CODIGO_DANE;ID_TIPO_DELITO;ARMA_EMPLEADA;FECHA_HECHO;SEXO;AGRUPA_EDAD_PERSONA
63001;6;redes sociales;2015-01-07;mujer;menor de edad
63001;6;redes sociales;2015-01-11;mujer;adulto
63001;6;redes sociales;2015-03-06;mujer;adulto
63001;6;redes sociales;2015-03-06;mujer;menor de edad
66170;6;redes sociales;2015-03-16;hombre;adulto
66170;6;redes sociales;2015-07-29;sin dato;sin dato
66170;6;redes sociales;2015-09-28;mujer;menor de edad
66001;6;redes sociales;2015-03-05;hombre;adulto
66001;6;redes sociales;2015-05-19;hombre;adulto
66682;6;redes sociales;2015-03-20;mujer;adulto
68001;6;redes sociales;2015-03-19;mujer;adulto
68001;6;redes sociales;2015-08-08;hombre;adulto
68001;6;redes sociales;2015-08-20;mujer;adulto
68432;6;redes sociales;2015-02-01;mujer;menor de edad
68547;6;redes sociales;2015-06-04;mujer;adulto
68872;6;redes sociales;2015-01-12;mujer;menor de edad
70221;6;redes sociales;2015-11-17;hombre;adulto
73030;6;redes sociales;2015-09-01;mujer;menor de edad
73168;6;redes sociales;2015-04-03;mujer;adulto
73001;6;redes sociales;2015-04-12;hombre;menor de edad
73001;6;redes sociales;2015-04-29;mujer;adulto
73001;6;redes sociales;2015-08-10;mujer;adulto
73001;6;redes sociales;2015-10-28;mujer;adulto
73001;6;redes sociales;2015-11-30;mujer;menor de edad
73001;6;redes sociales;2015-11-30;mujer;adulto
76001;6;redes sociales;2015-06-08;mujer;adulto
76001;6;redes sociales;2015-09-13;hombre;adulto
76001;6;redes sociales;2015-09-28;mujer;adulto
76001;6;redes sociales;2015-11-15;hombre;adulto
76001;6;redes sociales;2015-12-07;mujer;adulto
76248;6;redes sociales;2015-02-28;hombre;adulto
76318;6;redes sociales;2015-02-20;mujer;adulto
76111;6;redes sociales;2015-04-01;mujer;adulto
76364;6;redes sociales;2015-05-29;mujer;adulto
76563;6;redes sociales;2015-01-21;mujer;menor de edad
76895;6;redes sociales;2015-01-29;mujer;adulto
5034;6;carta extorsiva;2016-04-24;hombre;adulto
5034;6;carta extorsiva;2016-04-30;hombre;adulto
5091;6;carta extorsiva;2016-02-17;mujer;adulto
5376;6;carta extorsiva;2016-05-28;mujer;adulto
5001;6;carta extorsiva;2016-01-27;hombre;adulto
5001;6;carta extorsiva;2016-02-08;mujer;adulto
5001;6;carta extorsiva;2016-03-24;sin dato;sin dato
5001;6;carta extorsiva;2016-04-28;mujer;adulto
5001;6;carta extorsiva;2016-05-10;mujer;adulto
5001;6;carta extorsiva;2016-08-10;hombre;adulto
5001;6;carta extorsiva;2016-10-07;hombre;adulto
5001;6;carta extorsiva;2016-10-24;hombre;adulto
5541;6;carta extorsiva;2016-02-17;mujer;adulto
5756;6;carta extorsiva;2016-01-18;mujer;adulto
81736;6;carta extorsiva;2016-02-10;sin dato;sin dato
8001;6;carta extorsiva;2016-11-04;hombre;adulto
8638;6;carta extorsiva;2016-09-02;mujer;adulto
13001;6;carta extorsiva;2016-01-12;hombre;adulto
13810;6;carta extorsiva;2016-08-10;hombre;adulto
15238;6;carta extorsiva;2016-08-08;mujer;adulto
15638;6;carta extorsiva;2016-04-27;mujer;adulto
15001;6;carta extorsiva;2016-05-31;hombre;adulto
17001;6;carta extorsiva;2016-06-18;mujer;adulto
18001;6;carta extorsiva;2016-02-04;hombre;adulto
18001;6;carta extorsiva;2016-02-12;hombre;adulto
18001;6;carta extorsiva;2016-02-13;hombre;adulto
85010;6;carta extorsiva;2016-08-15;hombre;adulto
85125;6;carta extorsiva;2016-06-23;hombre;adulto
85162;6;carta extorsiva;2016-01-08;hombre;adulto
85250;6;carta extorsiva;2016-02-26;hombre;adulto
85250;6;carta extorsiva;2016-05-05;mujer;adulto
85001;6;carta extorsiva;2016-08-19;hombre;adulto
85001;6;carta extorsiva;2016-08-23;hombre;adulto
19050;6;carta extorsiva;2016-08-02;hombre;adulto
19256;6;carta extorsiva;2016-01-01;sin dato;sin dato
19318;6;carta extorsiva;2016-11-28;hombre;adulto
19355;6;carta extorsiva;2016-06-07;hombre;adulto
19455;6;carta extorsiva;2016-06-23;hombre;adulto
19473;6;carta extorsiva;2016-12-05;hombre;adulto
19532;6;carta extorsiva;2016-02-05;hombre;adulto
19532;6;carta extorsiva;2016-08-07;hombre;adulto
19001;6;carta extorsiva;2016-01-15;hombre;adulto
19001;6;carta extorsiva;2016-02-10;hombre;adulto
19001;6;carta extorsiva;2016-04-26;hombre;adulto
19001;6;carta extorsiva;2016-06-07;mujer;adulto
19001;6;carta extorsiva;2016-06-14;hombre;adulto
19698;6;carta extorsiva;2016-04-18;mujer;adulto
20517;6;carta extorsiva;2016-06-16;hombre;adulto
20517;6;carta extorsiva;2016-08-01;hombre;adulto
20550;6;carta extorsiva;2016-03-16;mujer;adulto
20001;6;carta extorsiva;2016-02-13;mujer;adulto
27075;6;carta extorsiva;2016-04-20;hombre;adulto
27001;6;carta extorsiva;2016-03-04;hombre;adulto
27001;6;carta extorsiva;2016-03-23;hombre;adulto
27001;6;carta extorsiva;2016-04-09;hombre;adulto
27001;6;carta extorsiva;2016-12-31;mujer;adulto
27787;6;carta extorsiva;2016-02-05;hombre;adulto
23001;6;carta extorsiva;2016-12-10;hombre;adulto
23555;6;carta extorsiva;2016-03-22;mujer;adulto
23555;6;carta extorsiva;2016-04-17;hombre;adulto
11001;6;carta extorsiva;2016-03-18;sin dato;sin dato
11001;6;carta extorsiva;2016-03-31;hombre;adulto
11001;6;carta extorsiva;2016-04-04;hombre;adulto
11001;6;carta extorsiva;2016-05-27;mujer;adulto
11001;6;carta extorsiva;2016-06-02;hombre;adulto
11001;6;carta extorsiva;2016-08-09;mujer;adulto
11001;6;carta extorsiva;2016-10-21;hombre;adulto
11001;6;carta extorsiva;2016-12-21;mujer;adulto
11001;6;carta extorsiva;2016-12-22;hombre;adulto
25154;6;carta extorsiva;2016-04-13;hombre;adulto
25175;6;carta extorsiva;2016-03-01;mujer;adulto
44078;6;carta extorsiva;2016-03-05;hombre;adulto
44874;6;carta extorsiva;2016-05-20;hombre;adulto
41872;6;carta extorsiva;2016-03-18;hombre;adulto
41872;6;carta extorsiva;2016-09-22;hombre;adulto
47189;6;carta extorsiva;2016-08-12;hombre;adulto
47189;6;carta extorsiva;2016-09-14;hombre;adulto
47288;6;carta extorsiva;2016-07-27;mujer;adulto
47001;6;carta extorsiva;2016-01-26;mujer;adulto
47001;6;carta extorsiva;2016-03-18;mujer;adulto
47001;6;carta extorsiva;2016-08-24;hombre;adulto
50568;6;carta extorsiva;2016-01-09;sin dato;sin dato
50689;6;carta extorsiva;2016-02-19;sin dato;sin dato
50001;6;carta extorsiva;2016-05-20;hombre;adulto
52356;6;carta extorsiva;2016-04-20;mujer;adulto
52356;6;carta extorsiva;2016-10-06;mujer;adulto
52399;6;carta extorsiva;2016-01-25;mujer;adulto
52612;6;carta extorsiva;2016-12-22;hombre;adulto
52835;6;carta extorsiva;2016-10-19;mujer;adulto
52835;6;carta extorsiva;2016-11-14;hombre;adulto
52835;6;carta extorsiva;2016-12-03;mujer;adulto
54003;6;carta extorsiva;2016-07-26;hombre;adulto
54001;6;carta extorsiva;2016-03-19;mujer;adulto
54001;6;carta extorsiva;2016-05-03;hombre;adulto
54001;6;carta extorsiva;2016-10-03;hombre;adulto
54874;6;carta extorsiva;2016-07-08;mujer;adulto
54874;6;carta extorsiva;2016-12-06;hombre;adulto
86320;6;carta extorsiva;2016-10-19;hombre;adulto
66170;6;carta extorsiva;2016-01-26;mujer;adulto
66170;6;carta extorsiva;2016-05-26;hombre;adulto
66001;6;carta extorsiva;2016-02-09;mujer;adulto
66001;6;carta extorsiva;2016-07-02;mujer;adulto
66001;6;carta extorsiva;2016-10-15;mujer;adulto
68081;6;carta extorsiva;2016-07-02;mujer;adulto
68001;6;carta extorsiva;2016-02-15;sin dato;sin dato
68001;6;carta extorsiva;2016-02-29;hombre;adulto
68276;6;carta extorsiva;2016-03-26;mujer;adulto
70221;6;carta extorsiva;2016-06-05;hombre;adulto
70678;6;carta extorsiva;2016-03-18;mujer;adulto
70713;6;carta extorsiva;2016-06-13;mujer;adulto
70001;6;carta extorsiva;2016-06-04;hombre;adulto
70001;6;carta extorsiva;2016-07-05;hombre;adulto
70001;6;carta extorsiva;2016-09-13;hombre;adulto
73001;6;carta extorsiva;2016-12-20;hombre;adulto
73555;6;carta extorsiva;2016-01-03;hombre;adulto
76109;6;carta extorsiva;2016-01-24;hombre;adulto
76001;6;carta extorsiva;2016-02-03;mujer;adulto
76001;6;carta extorsiva;2016-02-09;hombre;adulto
76001;6;carta extorsiva;2016-02-16;hombre;adulto
76001;6;carta extorsiva;2016-03-20;hombre;adulto
76001;6;carta extorsiva;2016-05-18;hombre;adulto
76001;6;carta extorsiva;2016-05-31;mujer;adulto
76001;6;carta extorsiva;2016-07-30;mujer;adulto
76001;6;carta extorsiva;2016-11-18;hombre;adulto
76001;6;carta extorsiva;2016-11-24;hombre;adulto
76001;6;carta extorsiva;2016-12-21;hombre;adulto
76563;6;carta extorsiva;2016-10-07;mujer;adulto
76606;6;carta extorsiva;2016-04-03;hombre;adulto
76616;6;carta extorsiva;2016-03-27;hombre;adulto
76834;6;carta extorsiva;2016-02-07;mujer;adulto
76834;6;carta extorsiva;2016-04-02;hombre;adulto
76834;6;carta extorsiva;2016-06-06;hombre;adulto
5030;6;directa;2016-03-04;sin dato;sin dato
5030;6;directa;2016-03-17;sin dato;sin dato
5030;6;directa;2016-07-09;hombre;adulto
5038;6;directa;2016-01-31;hombre;adulto
5045;6;directa;2016-01-07;mujer;menor de edad
5079;6;directa;2016-04-28;hombre;adulto
5079;6;directa;2016-11-11;hombre;adulto
5079;6;directa;2016-12-21;sin dato;sin dato
5088;6;directa;2016-01-19;hombre;adulto
5088;6;directa;2016-02-02;hombre;adulto
5088;6;directa;2016-02-16;mujer;adulto
5088;6;directa;2016-02-24;sin dato;sin dato
5088;6;directa;2016-02-27;sin dato;sin dato
5088;6;directa;2016-03-08;hombre;adulto
5088;6;directa;2016-04-09;hombre;menor de edad
5088;6;directa;2016-04-14;hombre;adulto
5088;6;directa;2016-04-19;sin dato;sin dato
5088;6;directa;2016-06-15;hombre;adulto
5088;6;directa;2016-07-29;hombre;adulto
5088;6;directa;2016-08-10;hombre;adulto
5088;6;directa;2016-08-19;hombre;adulto
5088;6;directa;2016-08-26;hombre;adulto
5088;6;directa;2016-08-28;hombre;adulto
5088;6;directa;2016-10-03;hombre;adulto
5088;6;directa;2016-10-31;mujer;adulto
5093;6;directa;2016-07-23;hombre;adulto
5120;6;directa;2016-07-21;hombre;adulto
5147;6;directa;2016-01-09;sin dato;sin dato
5154;6;directa;2016-07-27;hombre;adulto
5172;6;directa;2016-09-14;mujer;adulto
5172;6;directa;2016-09-14;hombre;adulto
5206;6;directa;2016-10-13;hombre;adulto
5212;6;directa;2016-01-07;hombre;adulto
5212;6;directa;2016-02-18;hombre;adulto
5212;6;directa;2016-08-24;mujer;adulto
5237;6;directa;2016-04-07;mujer;adulto
5240;6;directa;2016-04-07;hombre;adulto
5266;6;directa;2016-01-02;hombre;adulto
5266;6;directa;2016-03-05;hombre;adulto
5282;6;directa;2016-08-29;mujer;adulto
5284;6;directa;2016-09-02;hombre;adulto
5308;6;directa;2016-07-23;hombre;adulto
5308;6;directa;2016-08-31;hombre;adulto
5318;6;directa;2016-01-03;hombre;adulto
5360;6;directa;2016-01-01;hombre;adulto
5360;6;directa;2016-01-05;hombre;adulto
5360;6;directa;2016-01-09;sin dato;sin dato
5360;6;directa;2016-01-13;sin dato;sin dato
5360;6;directa;2016-01-16;sin dato;sin dato
5360;6;directa;2016-01-21;hombre;adulto
5360;6;directa;2016-01-29;hombre;adulto
5360;6;directa;2016-01-29;sin dato;sin dato
5360;6;directa;2016-02-03;sin dato;sin dato
5360;6;directa;2016-02-11;sin dato;sin dato
5360;6;directa;2016-02-13;hombre;adulto
5360;6;directa;2016-02-14;sin dato;sin dato
5360;6;directa;2016-02-15;sin dato;sin dato
5360;6;directa;2016-02-19;sin dato;sin dato
5360;6;directa;2016-02-25;sin dato;sin dato
5360;6;directa;2016-03-05;sin dato;sin dato
5360;6;directa;2016-03-11;sin dato;sin dato
5360;6;directa;2016-03-15;mujer;adulto
5360;6;directa;2016-03-18;sin dato;sin dato
5360;6;directa;2016-03-19;sin dato;sin dato
5360;6;directa;2016-04-10;sin dato;sin dato
5360;6;directa;2016-04-16;sin dato;sin dato
5360;6;directa;2016-05-07;hombre;adulto
5360;6;directa;2016-05-14;sin dato;sin dato
5360;6;directa;2016-05-16;sin dato;sin dato
5360;6;directa;2016-06-03;sin dato;sin dato
5360;6;directa;2016-06-07;sin dato;sin dato
5360;6;directa;2016-06-19;sin dato;sin dato
5360;6;directa;2016-07-21;sin dato;sin dato
5360;6;directa;2016-07-31;sin dato;sin dato
5360;6;directa;2016-08-11;sin dato;sin dato
5360;6;directa;2016-08-19;sin dato;sin dato
5360;6;directa;2016-08-20;sin dato;sin dato
5360;6;directa;2016-08-24;sin dato;sin dato
5360;6;directa;2016-09-07;sin dato;sin dato
5360;6;directa;2016-10-02;sin dato;sin dato
5360;6;directa;2016-10-04;sin dato;sin dato
5360;6;directa;2016-10-23;sin dato;sin dato
5360;6;directa;2016-11-10;hombre;adulto
5360;6;directa;2016-11-19;sin dato;sin dato
5360;6;directa;2016-11-26;hombre;adulto
5360;6;directa;2016-12-14;hombre;adulto
5361;6;directa;2016-04-09;mujer;adulto
5380;6;directa;2016-01-13;hombre;adulto
5380;6;directa;2016-06-16;hombre;adulto
5380;6;directa;2016-10-21;hombre;adulto
5400;6;directa;2016-09-08;hombre;adulto
5440;6;directa;2016-02-11;hombre;adulto
5440;6;directa;2016-02-25;hombre;adulto
5440;6;directa;2016-04-18;hombre;adulto
5001;6;directa;2016-01-05;mujer;adulto
5001;6;directa;2016-01-05;sin dato;sin dato
5001;6;directa;2016-01-06;sin dato;sin dato
5001;6;directa;2016-01-09;hombre;adulto
5001;6;directa;2016-01-10;hombre;adulto
5001;6;directa;2016-01-12;hombre;adulto
5001;6;directa;2016-01-12;sin dato;sin dato
5001;6;directa;2016-01-16;mujer;adulto
5001;6;directa;2016-01-16;hombre;adulto
5001;6;directa;2016-01-18;mujer;adulto
5001;6;directa;2016-01-18;hombre;adulto
5001;6;directa;2016-01-20;hombre;adulto
5001;6;directa;2016-01-23;hombre;adulto
5001;6;directa;2016-01-23;sin dato;sin dato
5001;6;directa;2016-01-25;sin dato;sin dato
5001;6;directa;2016-01-26;mujer;adulto
5001;6;directa;2016-01-27;sin dato;sin dato
5001;6;directa;2016-02-01;sin dato;sin dato
5001;6;directa;2016-02-03;mujer;adulto
5001;6;directa;2016-02-10;mujer;adulto
5001;6;directa;2016-02-12;hombre;adulto
5001;6;directa;2016-02-13;sin dato;sin dato
5001;6;directa;2016-02-16;hombre;adulto
5001;6;directa;2016-02-19;hombre;adulto
5001;6;directa;2016-02-24;hombre;adulto
5001;6;directa;2016-02-25;hombre;adulto
5001;6;directa;2016-02-27;hombre;adulto
5001;6;directa;2016-02-29;hombre;adulto
5001;6;directa;2016-03-01;hombre;adulto
5001;6;directa;2016-03-03;hombre;adulto
5001;6;directa;2016-03-04;hombre;adulto
5001;6;directa;2016-03-05;mujer;adulto
5001;6;directa;2016-03-05;hombre;adulto
5001;6;directa;2016-03-05;sin dato;sin dato
5001;6;directa;2016-03-08;mujer;adulto
5001;6;directa;2016-03-09;mujer;adulto
5001;6;directa;2016-03-11;hombre;adulto
5001;6;directa;2016-03-14;hombre;adulto
5001;6;directa;2016-03-14;sin dato;sin dato
5001;6;directa;2016-03-16;hombre;adulto
5001;6;directa;2016-03-23;hombre;adulto
5001;6;directa;2016-03-27;mujer;adulto
5001;6;directa;2016-03-28;hombre;adulto
5001;6;directa;2016-03-29;hombre;adulto
5001;6;directa;2016-03-31;mujer;adulto
5001;6;directa;2016-03-31;hombre;adulto
5001;6;directa;2016-04-04;hombre;adulto
5001;6;directa;2016-04-07;hombre;adulto
5001;6;directa;2016-04-08;mujer;adulto
5001;6;directa;2016-04-11;hombre;adulto
5001;6;directa;2016-04-12;sin dato;sin dato
5001;6;directa;2016-04-15;hombre;adulto
5001;6;directa;2016-04-18;hombre;adulto
5001;6;directa;2016-04-20;hombre;adulto
5001;6;directa;2016-04-27;sin dato;sin dato
5001;6;directa;2016-04-30;mujer;adulto
5001;6;directa;2016-05-06;hombre;adulto
5001;6;directa;2016-05-20;hombre;adulto
5001;6;directa;2016-05-26;hombre;adulto
5001;6;directa;2016-05-29;hombre;adulto
5001;6;directa;2016-06-01;hombre;adulto
5001;6;directa;2016-06-06;hombre;adulto
5001;6;directa;2016-06-08;mujer;adulto
5001;6;directa;2016-06-09;mujer;adulto
5001;6;directa;2016-06-14;hombre;adulto
5001;6;directa;2016-06-16;mujer;adulto
5001;6;directa;2016-06-18;mujer;adulto
5001;6;directa;2016-06-20;hombre;adulto
5001;6;directa;2016-06-21;mujer;adulto
5001;6;directa;2016-06-21;hombre;adulto
5001;6;directa;2016-06-22;hombre;adulto
5001;6;directa;2016-06-23;hombre;adulto
5001;6;directa;2016-06-25;hombre;adulto
5001;6;directa;2016-06-30;sin dato;sin dato
5001;6;directa;2016-07-01;hombre;adulto
5001;6;directa;2016-07-12;hombre;adulto
5001;6;directa;2016-07-13;hombre;adulto
5001;6;directa;2016-07-14;mujer;adulto
5001;6;directa;2016-07-15;mujer;adulto
5001;6;directa;2016-07-16;sin dato;sin dato
5001;6;directa;2016-07-18;hombre;menor de edad
5001;6;directa;2016-07-21;hombre;adulto
5001;6;directa;2016-07-22;hombre;adulto
5001;6;directa;2016-07-25;mujer;adulto
5001;6;directa;2016-07-28;hombre;adulto
5001;6;directa;2016-08-01;hombre;adulto
5001;6;directa;2016-08-02;sin dato;sin dato
5001;6;directa;2016-08-03;hombre;adulto
5001;6;directa;2016-08-09;mujer;adulto
5001;6;directa;2016-08-10;hombre;adulto
5001;6;directa;2016-08-15;mujer;adulto
5001;6;directa;2016-08-18;mujer;adulto
5001;6;directa;2016-08-20;hombre;adulto
5001;6;directa;2016-08-23;hombre;adulto
5001;6;directa;2016-08-25;hombre;adulto
5001;6;directa;2016-08-31;hombre;adulto
5001;6;directa;2016-09-01;hombre;adulto
5001;6;directa;2016-09-02;mujer;adulto
5001;6;directa;2016-09-06;mujer;adulto
5001;6;directa;2016-09-06;hombre;adulto
5001;6;directa;2016-09-10;hombre;adulto
5001;6;directa;2016-09-15;mujer;adulto
5001;6;directa;2016-09-15;hombre;adulto
5001;6;directa;2016-09-17;hombre;adulto
5001;6;directa;2016-09-24;hombre;adulto
5001;6;directa;2016-09-25;hombre;adulto
5001;6;directa;2016-09-27;mujer;adulto
5001;6;directa;2016-09-29;hombre;adulto
5001;6;directa;2016-10-03;mujer;adulto
5001;6;directa;2016-10-03;hombre;adulto
5001;6;directa;2016-10-04;mujer;adulto
5001;6;directa;2016-10-09;hombre;menor de edad
5001;6;directa;2016-10-11;hombre;adulto
5001;6;directa;2016-10-16;mujer;adulto
5001;6;directa;2016-10-20;mujer;adulto
5001;6;directa;2016-10-22;hombre;adulto
5001;6;directa;2016-10-23;mujer;adulto
5001;6;directa;2016-10-28;hombre;adulto
5001;6;directa;2016-10-28;sin dato;sin dato
5001;6;directa;2016-10-29;hombre;adulto
5001;6;directa;2016-11-06;mujer;adulto
5001;6;directa;2016-11-11;hombre;adulto
5001;6;directa;2016-11-12;mujer;adulto
5001;6;directa;2016-11-15;hombre;adulto
5001;6;directa;2016-11-17;hombre;adulto
5001;6;directa;2016-11-20;mujer;adulto
5001;6;directa;2016-11-21;mujer;adulto
5001;6;directa;2016-11-23;hombre;adulto
5001;6;directa;2016-11-26;hombre;adulto
5001;6;directa;2016-11-30;mujer;adulto
5001;6;directa;2016-12-01;hombre;adulto
5001;6;directa;2016-12-27;mujer;adulto
5001;6;directa;2016-12-27;hombre;adulto
5541;6;directa;2016-04-18;hombre;adulto
5604;6;directa;2016-12-24;mujer;adulto
5615;6;directa;2016-02-25;hombre;adulto
5615;6;directa;2016-07-12;hombre;adulto
5615;6;directa;2016-08-12;hombre;adulto
5631;6;directa;2016-05-20;mujer;adulto
5631;6;directa;2016-08-11;hombre;adulto
5642;6;directa;2016-12-20;hombre;adulto
5649;6;directa;2016-01-27;sin dato;sin dato
5656;6;directa;2016-07-15;hombre;adulto
5736;6;directa;2016-03-16;hombre;adulto
5736;6;directa;2016-06-03;mujer;adulto
5756;6;directa;2016-01-15;hombre;adulto
5756;6;directa;2016-01-27;hombre;adulto
5756;6;directa;2016-01-30;hombre;adulto
5756;6;directa;2016-02-11;hombre;adulto
5790;6;directa;2016-01-15;hombre;adulto
5790;6;directa;2016-07-18;hombre;adulto
5837;6;directa;2016-02-12;hombre;adulto
5837;6;directa;2016-03-15;hombre;adulto
5854;6;directa;2016-03-29;hombre;adulto
5861;6;directa;2016-05-05;hombre;adulto
5873;6;directa;2016-09-18;hombre;adulto
5885;6;directa;2016-03-15;hombre;adulto
5887;6;directa;2016-03-15;hombre;adulto
5887;6;directa;2016-04-21;mujer;adulto
5887;6;directa;2016-09-28;hombre;menor de edad
81001;6;directa;2016-01-14;mujer;menor de edad
81001;6;directa;2016-04-27;mujer;adulto
81001;6;directa;2016-05-09;hombre;adulto
81001;6;directa;2016-06-02;mujer;adulto
81001;6;directa;2016-09-22;hombre;adulto
81001;6;directa;2016-10-27;hombre;adulto
81065;6;directa;2016-03-04;hombre;adulto
81736;6;directa;2016-09-23;hombre;adulto
81736;6;directa;2016-12-16;hombre;adulto
8001;6;directa;2016-01-30;sin dato;sin dato
8001;6;directa;2016-04-19;hombre;adulto
8001;6;directa;2016-05-17;mujer;adulto
8001;6;directa;2016-06-08;hombre;adulto
8001;6;directa;2016-08-18;hombre;adulto
8001;6;directa;2016-08-31;hombre;adulto
8001;6;directa;2016-09-20;hombre;adulto
8001;6;directa;2016-09-30;mujer;adulto
8001;6;directa;2016-10-01;mujer;adulto
8001;6;directa;2016-10-13;hombre;adulto
8001;6;directa;2016-10-15;mujer;adulto
8001;6;directa;2016-10-29;hombre;adulto
8001;6;directa;2016-12-01;hombre;adulto
8001;6;directa;2016-12-12;hombre;adulto
8433;6;directa;2016-03-09;hombre;adulto
8758;6;directa;2016-06-25;hombre;adulto
13074;6;directa;2016-09-16;sin dato;sin dato
13160;6;directa;2016-07-05;hombre;adulto
13001;6;directa;2016-01-04;hombre;adulto
13001;6;directa;2016-03-06;hombre;adulto
13001;6;directa;2016-03-09;hombre;adulto
13001;6;directa;2016-04-14;hombre;adulto
13001;6;directa;2016-05-19;mujer;adulto
13001;6;directa;2016-05-22;mujer;adulto
13001;6;directa;2016-05-31;hombre;adulto
13001;6;directa;2016-06-20;hombre;adulto
13001;6;directa;2016-08-01;sin dato;sin dato
13001;6;directa;2016-09-05;sin dato;sin dato
13244;6;directa;2016-08-29;sin dato;sin dato
13430;6;directa;2016-01-04;sin dato;sin dato
13430;6;directa;2016-05-19;hombre;adulto
13473;6;directa;2016-03-05;hombre;adulto
13473;6;directa;2016-11-28;hombre;adulto
13670;6;directa;2016-02-08;hombre;adulto
13670;6;directa;2016-03-03;hombre;adulto
13670;6;directa;2016-04-01;hombre;adulto
13670;6;directa;2016-06-18;hombre;adulto
13688;6;directa;2016-06-22;hombre;adulto
13810;6;directa;2016-01-01;hombre;adulto
13810;6;directa;2016-02-14;hombre;adulto
13810;6;directa;2016-04-29;hombre;adulto
13810;6;directa;2016-08-15;sin dato;sin dato
13836;6;directa;2016-06-05;hombre;adulto
13836;6;directa;2016-09-01;hombre;adulto
15047;6;directa;2016-05-28;hombre;adulto
15051;6;directa;2016-03-15;hombre;adulto
15204;6;directa;2016-02-24;hombre;adulto
15238;6;directa;2016-01-05;hombre;adulto
15238;6;directa;2016-02-10;mujer;menor de edad
15317;6;directa;2016-03-24;hombre;adulto
15693;6;directa;2016-03-31;hombre;adulto
15759;6;directa;2016-04-11;mujer;adulto
17042;6;directa;2016-04-22;hombre;adulto
17088;6;directa;2016-01-08;hombre;adulto
17380;6;directa;2016-04-21;hombre;adulto
17001;6;directa;2016-01-02;hombre;adulto
17001;6;directa;2016-01-26;hombre;adulto
17001;6;directa;2016-03-26;hombre;adulto
17001;6;directa;2016-04-12;hombre;adulto
17001;6;directa;2016-11-08;hombre;adulto
17495;6;directa;2016-04-23;mujer;adulto
17513;6;directa;2016-07-05;hombre;adulto
17541;6;directa;2016-01-30;hombre;adulto
17614;6;directa;2016-02-04;hombre;adulto
17614;6;directa;2016-03-15;mujer;adulto
17614;6;directa;2016-09-17;hombre;adulto
18150;6;directa;2016-03-12;hombre;adulto
18247;6;directa;2016-01-18;hombre;adulto
18247;6;directa;2016-03-15;hombre;adulto
18001;6;directa;2016-02-03;hombre;adulto
18001;6;directa;2016-06-15;hombre;adulto
18001;6;directa;2016-08-17;mujer;adulto
18592;6;directa;2016-02-07;sin dato;sin dato
18592;6;directa;2016-08-08;mujer;adulto
18610;6;directa;2016-08-22;hombre;adulto
18753;6;directa;2016-01-19;hombre;adulto
18753;6;directa;2016-03-09;sin dato;sin dato
18753;6;directa;2016-03-21;hombre;adulto
18753;6;directa;2016-05-25;sin dato;sin dato
18753;6;directa;2016-07-01;hombre;adulto
18753;6;directa;2016-07-29;mujer;adulto
18753;6;directa;2016-12-06;sin dato;sin dato
85139;6;directa;2016-08-30;mujer;adulto
85225;6;directa;2016-07-10;hombre;adulto
85250;6;directa;2016-03-28;hombre;adulto
85250;6;directa;2016-04-09;hombre;adulto
85250;6;directa;2016-04-24;hombre;adulto
85250;6;directa;2016-09-26;hombre;adulto
85410;6;directa;2016-01-02;hombre;adulto
85410;6;directa;2016-04-27;hombre;adulto
85430;6;directa;2016-06-30;hombre;adulto
85430;6;directa;2016-12-23;hombre;adulto
85001;6;directa;2016-01-03;hombre;adulto
85001;6;directa;2016-01-27;hombre;adulto
85001;6;directa;2016-03-14;mujer;adulto
85001;6;directa;2016-09-24;hombre;adulto
85001;6;directa;2016-09-29;mujer;adulto
85001;6;directa;2016-10-15;mujer;adulto
19130;6;directa;2016-09-24;hombre;adulto
19290;6;directa;2016-09-06;hombre;adulto
19450;6;directa;2016-10-12;hombre;adulto
19455;6;directa;2016-07-17;mujer;adulto
19473;6;directa;2016-09-02;hombre;adulto
19532;6;directa;2016-04-08;mujer;adulto
19548;6;directa;2016-01-25;sin dato;sin dato
19548;6;directa;2016-03-26;mujer;adulto
19548;6;directa;2016-04-05;mujer;adulto
19548;6;directa;2016-05-10;mujer;adulto
19548;6;directa;2016-05-29;hombre;adulto
19548;6;directa;2016-11-17;mujer;adulto
19001;6;directa;2016-01-07;hombre;adulto
19001;6;directa;2016-01-11;hombre;adulto
19001;6;directa;2016-01-26;hombre;adulto
19001;6;directa;2016-02-05;hombre;adulto
19001;6;directa;2016-02-12;hombre;adulto
19001;6;directa;2016-03-02;hombre;adulto
19001;6;directa;2016-03-08;hombre;adulto
19001;6;directa;2016-04-04;hombre;adulto
19001;6;directa;2016-04-05;hombre;adulto
19001;6;directa;2016-04-14;sin dato;sin dato
19001;6;directa;2016-05-23;hombre;adulto
19001;6;directa;2016-06-01;hombre;adulto
19001;6;directa;2016-06-10;hombre;adulto
19001;6;directa;2016-06-11;hombre;adulto
19001;6;directa;2016-06-16;hombre;adulto
19001;6;directa;2016-06-20;hombre;adulto
19001;6;directa;2016-07-26;mujer;adulto
19001;6;directa;2016-09-18;mujer;adulto
19001;6;directa;2016-09-22;hombre;adulto
19698;6;directa;2016-01-29;hombre;adulto
19698;6;directa;2016-02-11;hombre;adulto
19698;6;directa;2016-02-27;mujer;adulto
19698;6;directa;2016-04-16;hombre;adulto
